Counter	Created_time	Time_Stamp	ID	Message	Shares	Status_type	Full_Picture	Reactions_like	Reactions_haha	Reactions_wow	Reactions_sad	Reactions_angry	Reactions_love
98	2018-09-22T17:15:14+0000	1537647314.0	211857482296579_267585867417100	"- Há tempos temos percorrido o Brasil, de Norte a Sul, conhecendo as peculiaridades de cada região. Não nos importamos com nosso país apenas em períodos eleitorais com o oportunismo político habitual. Sempre construímos a confiança no olho a olho!
- Juntos vamos resgatar nossa nação!"	5607	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38970939_267586327417054_6537234769074192384_n.jpg?_nc_cat=111&_nc_ohc=N4AuqVKZ2NsAX_mJPr3&_nc_ht=scontent.xx&oh=7746ee41a85a50d7f9a8f610442b2fca&oe=5E9142D1	34042	38	230	6	12	3431
99	2018-09-23T00:50:26+0000	1537674626.0	211857482296579_274868793357950	"- Manifestações pelo Brasil. Muito obrigado pelo apoio, confiança e consideração!

. Nosso canal no youtube: https://youtu.be/SuOKr3Vzt5U"	9304	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38973177_274869346691228_1004293538558509056_n.jpg?_nc_cat=108&_nc_ohc=EmpL4yaRhakAX_ms-lV&_nc_ht=scontent.xx&oh=5b916b63505624140ca20d2c2a4ffc6a&oe=5E962FE4	41266	64	475	4	14	4504
100	2018-09-24T18:53:58+0000	1537826038.0	211857482296579_711796469182929	"- Carlos Verezza visita Jair Bolsonaro.

. Vídeo em nosso canal do youtube: https://youtu.be/lzA1NiByyNQ"	43192	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38983154_711796822516227_1105445567477055488_n.jpg?_nc_cat=104&_nc_ohc=hC76p3MnQmsAX959fr2&_nc_ht=scontent.xx&oh=814f36522f1e2c52d9c74e1bcd101c40&oe=5E9ABF38	85293	89	696	13	34	8836
101	2018-09-25T22:15:03+0000	1537924503.0	211857482296579_456891271469949	#EleSim: MUITO OBRIGADO PELA HOMENAGEM.	29991	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40635126_456893551469721_6306333221252497408_n.jpg?_nc_cat=104&_nc_ohc=GHY3-5cKGosAX-U8uoV&_nc_ht=scontent.xx&oh=c2a370b3113330a34a63f0552e9e737d&oe=5E8F5A89	56571	1147	298	12	35	9091
102	2018-09-26T23:19:49+0000	1538014789.0	211857482296579_148432459432230	- Última entrevista antes do atentado. 06/set/18	19959	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38979667_148433362765473_834682664404385792_n.jpg?_nc_cat=109&_nc_ohc=GvOSxtAHHEYAX_mk65l&_nc_ht=scontent.xx&oh=e20cb5d9b39ce0801b0599fa606d9184&oe=5ED2E14F	43583	130	161	910	38	4167
103	2018-09-27T19:17:57+0000	1538086677.0	211857482296579_724232564593828	"- Grato pela consideração de sempre Janaína Paschoal.
- Vamos juntos mudar os rumos do nosso grande Brasil.
- Um forte abraço!"	12810	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38973122_724233331260418_8972948183340548096_n.jpg?_nc_cat=106&_nc_ohc=D8BGmWsIoRkAX97wGfR&_nc_ht=scontent.xx&oh=57c5eb8c17ee5156a27435ea3b480b00&oe=5E9B6A48	46699	102	425	10	75	4325
104	2018-09-28T00:27:04+0000	1538105224.0	211857482296579_357794801433485	"- Obrigado pela homenagem mulheres de Minas Gerais!
- Após o ocorrido nosso carinho por vocês só aumentou!
- Muito obrigado por mais este apoio!"	10595	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38979447_357795421433423_4139993133519732736_n.jpg?_nc_cat=111&_nc_ohc=NV9gEryuA2kAX_nekbq&_nc_ht=scontent.xx&oh=18bb1e8984543a5372bb79148d655c4c&oe=5E920D67	49020	130	493	8	51	6507
105	2018-09-28T00:04:01+0000	1538103841.0	211857482296579_240023423338384	"- Muito Obrigado Ceará!
- Nesta quarta-feira, em Canindé."	24598	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40559545_240023946671665_4473170711791271936_n.jpg?_nc_cat=106&_nc_ohc=v2lfC-Kd-AQAX9Y6iWK&_nc_ht=scontent.xx&oh=c70435e60a4e2f40cb20246d159e0b2b&oe=5E904238	62459	134	1113	10	32	7004
106	2018-09-29T15:16:24+0000	1538244984.0	211857482296579_2303934152954977	- O Jornal O Globo mente ao dizer que omiti imóvel em 2010 junto ao TSE.	43556	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40631411_2303935046288221_5535716144461119488_n.jpg?_nc_cat=104&_nc_ohc=rB1xTbdpGoEAX-QmuYl&_nc_ht=scontent.xx&oh=9a541993e824981b5061535e220f55f4&oe=5EA2B188	79706	1550	218	73	172	5518
107	2018-09-30T23:53:17+0000	1538362397.0	211857482296579_698389430527902	"- Av. Paulista assiste mensagem de Jair Bolsonaro via Eduardo Bolsonaro.

- Meus sinceros agradecimentos a todo Brasil!

. YOUTUBE: https://youtu.be/6HFw4ikfOsU"	28920	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38981750_698391590527686_7700319918650032128_n.jpg?_nc_cat=107&_nc_ohc=wpw5_D-8BPwAX-xIG_t&_nc_ht=scontent.xx&oh=47f79311b3fe3586e951d1621d752798&oe=5E9B3068	68174	97	1102	9	16	11241
108	2018-09-30T21:28:39+0000	1538353719.0	211857482296579_895617414160034	"- Obrigado Anápolis!
- Um forte abraço a todos de Goiás!"	15246	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41658582_895618740826568_8315193342325424128_n.jpg?_nc_cat=106&_nc_ohc=mqC09irGMRUAX9pbv2V&_nc_ht=scontent.xx&oh=44970fb81a4df09fdf3b134534d2b296&oe=5EA6B4D5	55676	85	514	4	25	6794
109	2018-09-30T19:41:12+0000	1538347272.0	211857482296579_1143774512437152	"- Obrigado Vitória!
- Um forte abraço Espírito Santo!"	54717	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40601285_1143775042437099_4200147453330063360_n.jpg?_nc_cat=108&_nc_ohc=sAT5lo1vDa0AX8-WleD&_nc_ht=scontent.xx&oh=725b52967e4fab6072dfe5717701c117&oe=5E8D8D4F	99152	249	3862	9	35	15436
110	2018-09-30T14:34:14+0000	1538328854.0	211857482296579_168451554032918	- Obrigado pela surpresa e consideração, Kariny e Ila, a cantora e a compositora respectivamente! 🌷	23878	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40652205_168452854032788_8481887950865432576_n.jpg?_nc_cat=109&_nc_ohc=bHeGK-e09rAAX8euOKD&_nc_ht=scontent.xx&oh=50a531e87c653ec12edf66f529eed32f&oe=5EDA67EE	72951	1216	749	39	60	13752
111	2018-10-01T23:32:59+0000	1538447579.0	211857482296579_1965832073456066	"- Política e questões nacionais. (Parte 2)
- Com Flavio Bolsonaro

. Link da live completa no youtube: https://youtu.be/6117jbeHBD0"	133701	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40412936_1965843260121614_2299106331535081472_n.jpg?_nc_cat=104&_nc_ohc=TbAA2n4RYg8AX9EeZup&_nc_ht=scontent.xx&oh=c71aaf79327473350268033dfaa9cf20&oe=5E8FA5C9	243267	1704	1127	215	980	96539
112	2018-10-01T02:30:12+0000	1538371812.0	211857482296579_241181330079864	"- Um forte abraço Belo Horizonte - MG.
- Obrigado mulheres de todo Brasil!"	10562	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40928053_241181483413182_1200082440245215232_n.jpg?_nc_cat=109&_nc_ohc=nURgjs8id3kAX9qQnw0&_nc_ht=scontent.xx&oh=6e12128b8d37c6d5a6d749550b462d77&oe=5E9B286B	52854	152	475	8	30	7657
113	2018-10-01T01:20:01+0000	1538367601.0	211857482296579_1410927982375899	Maceió - Alagoas 🇧🇷👍🏻	13804	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38980941_1410928309042533_3367604704841302016_n.jpg?_nc_cat=101&_nc_ohc=9fsj8kJnqDwAX_pfUvJ&_nc_ht=scontent.xx&oh=44a4f29019b7e211cf5238024e345dbe&oe=5ED24978	48449	67	795	4	14	5684
114	2018-10-01T01:05:17+0000	1538366717.0	211857482296579_333487047196593	"- Um forte abraço a Bahia!
- Meus sinceros agradecimentos!"	11371	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41033692_333487243863240_5362962316318998528_n.jpg?_nc_cat=109&_nc_ohc=NlouaCdJxe4AX_D9xQ9&_nc_ht=scontent.xx&oh=dc7affa8bd9957a31e2eb5e5948be150&oe=5EA134EB	47818	66	557	4	13	5871
115	2018-10-02T23:30:08+0000	1538533808.0	211857482296579_992566087592865	"- Temas do dia envolvendo mais fatos sobre a política nacional!

. Repasse a seus amigos que não possuem facebook! Segue o link no youtube: https://youtu.be/W2ToU3iwsM0"	185502	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40851414_992580257591448_2620702620687269888_n.jpg?_nc_cat=100&_nc_ohc=biU0h6f1S08AX_hwep8&_nc_ht=scontent.xx&oh=d9f68fe495fef23fe8dba51677c2228b&oe=5EDBBE8A	315635	2352	1423	205	1498	120498
116	2018-10-03T23:28:38+0000	1538620118.0	211857482296579_1937706766320543	"- Nova live: Temas de relevância nacional!
. Youtube: https://youtu.be/IGaGmQZnxPw"	149676	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41768453_1937758552982031_3990429349932171264_n.jpg?_nc_cat=101&_nc_ohc=nMbGisIhTE4AX9BLQk3&_nc_ht=scontent.xx&oh=f280bcbfb74f18b8b51889529c60e2f6&oe=5ED1C405	260078	1837	1059	217	1358	98404
117	2018-10-03T20:23:55+0000	1538609035.0	211857482296579_261038144548191	"- Uma mãe fala o que realmente preocupa a todos!
- Estamos no mesmo barco, e se Deus permitir, vamos mudar a direção do nosso Brasil."	40770	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38953717_261038707881468_3631099784514764800_n.jpg?_nc_cat=107&_nc_ohc=Fh7oci1PtokAX_0uPph&_nc_ht=scontent.xx&oh=7fd4faa5446c21ff4a1b63e54e1a1a33&oe=5ED9F75C	64609	131	351	7774	232	2468
118	2018-10-03T17:31:21+0000	1538598681.0	211857482296579_160776478192934	"- A Operação Lava-Jato, a liberdade da mídia e da internet, desfazendo boatos e nosso estado de saúde! 
- “Juntos, impediremos que o Brasil se torne uma Venezuela como querem os partidos de esquerda!”"	9316	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38983931_160777268192855_4474953492586299392_n.jpg?_nc_cat=101&_nc_ohc=t0NUJr4axWEAX_KB92h&_nc_ht=scontent.xx&oh=33c34544c70248ac10452f3730cbbfea&oe=5E9B784C	45165	59	319	50	29	2718
119	2018-10-03T15:11:48+0000	1538590308.0	211857482296579_748013365533287	"- Junta médica do Hospital Albert Einstein proíbe Jair Bolsonaro de participar de debate.

. Link no youtube: https://youtu.be/n70_-k4PKtU"	11900	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42176984_748015522199738_3499868068102799360_n.jpg?_nc_cat=110&_nc_ohc=od3t43GvrWwAX_m-J7B&_nc_ht=scontent.xx&oh=f0ed403d486f2a92dcb40d97a1a0942c&oe=5E8F2397	44362	183	118	3551	54	1817
120	2018-10-04T23:29:43+0000	1538706583.0	211857482296579_240260886640651	"- Bolsonaro ao vivo

. No Youtube: https://youtu.be/wqjiPtshOzs"	347227	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38991264_240266743306732_4585338313916809216_n.jpg?_nc_cat=110&_nc_ohc=4nJFdQnYLNQAX-koH5A&_nc_ht=scontent.xx&oh=2024b9ec16c8796fe5c053b9db2df68b&oe=5E958AED	489789	5610	2372	679	4714	210584
121	2018-10-04T16:08:16+0000	1538680096.0	211857482296579_282841819021809	"- Até que ponto chegarão para nos caluniar?
. Assista mais esta:
. Via Eduardo Bolsonaro"	45161	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42026557_282842202355104_6236021771938562048_n.jpg?_nc_cat=100&_nc_ohc=GZ4QvbwXUjQAX9qo2p0&_nc_ht=scontent.xx&oh=ae8fe519f7275f630bfe77b0cacad2b3&oe=5ED8F26C	74709	125	450	3361	5682	947
122	2018-10-05T20:14:44+0000	1538781284.0	211857482296579_498905767293191	"- Entrevista para a CBN - PE.
- Se possível, ouça e repasse!
- Um abraço a todos!"	10711	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40730911_498906620626439_4087191076165648384_n.jpg?_nc_cat=105&_nc_ohc=3GNqqBQRCKkAX8szus1&_nc_ht=scontent.xx&oh=bb7321cd3507d5e4cb7ace8d771a6495&oe=5ED676B0	41032	414	109	3	44	3863
123	2018-10-05T09:14:18+0000	1538741658.0	211857482296579_309735796508915	"- Imagens impressionantes de Juiz de Fora/MG, momentos antes do atentado. 
- Saudades!
- Um bom dia a todos!"	10409	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/38990588_309736053175556_3552436333207093248_n.jpg?_nc_cat=105&_nc_ohc=SVbSztDXi_EAX9pIezn&_nc_ht=scontent.xx&oh=7849b8ccff6d522a9d4f85235a2a63bb&oe=5EA46314	49663	103	1694	75	30	6121
124	2018-10-05T01:29:56+0000	1538713796.0	211857482296579_260305241291766	"‪- Muito honrado com mais esta menção Emerson Fittipaldi . O senhor é um ídolo não só para mim mas para muitas gerações! Muito obrigado pela confiança e consideração! 
- Meus parabéns pelo dia 04/10! Um gigantesco dia na história automobilística do Brasil! 🏁👍🏻‬"	15541	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41674433_260305567958400_7501910601581461504_n.jpg?_nc_cat=100&_nc_ohc=4vUMjVhUe2UAX9Q7Hwt&_nc_ht=scontent.xx&oh=33bba8b8534fa921da80ae99c685a731&oe=5ED16101	68689	87	571	5	53	7039
125	2018-10-06T21:20:24+0000	1538871624.0	211857482296579_2177537929190224	"- Ratinho fala quem é seu candidato ao Senado por São Paulo: Major Olimpio (177).

- Para ter acesso a nossos candidatos pelo Brasil, acesse: https://www.bolsonaro.com.br/vote
- Forte abraço a todos!"	8945	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40696960_2177539535856730_5869001925843746816_n.jpg?_nc_cat=106&_nc_ohc=bzDEeuS4NlAAX9keC2X&_nc_ht=scontent.xx&oh=992c522d990b8aa927932ec105b98123&oe=5EA11D89	52287	68	310	4	43	4472
126	2018-10-06T20:30:02+0000	1538868602.0	211857482296579_2155981401324806	"- Agora em Florianópolis.
- Obrigado Santa Catarina!"	14088	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40615833_2155981824658097_2770402941285171200_n.jpg?_nc_cat=110&_nc_ohc=WSDaJcAbnf4AX88azQR&_nc_ht=scontent.xx&oh=33a76be74169b46f973ce073b1ab42a6&oe=5E96DAC8	58489	98	576	5	49	7568
127	2018-10-06T10:12:29+0000	1538831549.0	211857482296579_247024259269492	"- Mãe de Gregório Duviver espalha fake news dizendo que Jair e Eduardo Bolsonaro teriam votado contra deficientes, quando na verdade votamos a favor do PL 7699/06. assista vídeo desmentindo-a, então ela deletou seu post. Não acredite em aliados do PT e PSOListas.

. Via Eduardo Bolsonaro"	20939	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40763912_247024705936114_8487341584373776384_n.jpg?_nc_cat=107&_nc_ohc=KcvQEn3woy8AX_ywN1L&_nc_ht=scontent.xx&oh=01a84681e28b97ffb749f124762da27c&oe=5EA7FF90	52264	93	234	356	3704	1448
128	2018-10-08T23:02:34+0000	1539050554.0	211857482296579_490257078156400	- Estamos entre lado do crime e o lado correto. O PT elevou a corrupção a um grau diferente. Os crimes em seu governo não foram excessão, mas a regra para governar. No mensalão, Joaquim Barbosa foi enfático no STF ao afirmar que fui o único que não foi comprado por eles.	27339	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41953391_490258164822958_6531152150490251264_n.jpg?_nc_cat=100&_nc_ohc=I7wQodnG_30AX-2yPVw&_nc_ht=scontent.xx&oh=ae0ce3182bc5aad12b32900f795d0ac4&oe=5E9FEFAF	61648	87	797	26	61	5128
129	2018-10-08T14:26:43+0000	1539019603.0	211857482296579_164950694443417	"- Entrevista à Rádio Jovem Pan hoje pela manhã.

- Bom dia a todos!

. Link no youtube: https://youtu.be/cQIJEqMxk_g"	23143	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41294742_164954544443032_3308377269038219264_n.jpg?_nc_cat=108&_nc_ohc=0cwmZCTTmiUAX9LXCO2&_nc_ht=scontent.xx&oh=985782d87b8d42942476812ea26c3e86&oe=5E9DD51C	72915	120	431	15	51	7758
130	2018-10-08T00:28:34+0000	1538969314.0	211857482296579_250825412292718	"Bolsonaro fala ao Brasil. Estamos no segundo turno!

. Link no youtube: https://youtu.be/W03TbRU7So0"	237912	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42026925_250832358958690_6737657631235637248_n.jpg?_nc_cat=110&_nc_ohc=RfytWEzdX1AAX-4OtOs&_nc_ht=scontent.xx&oh=65d7f0548422650285a7c0593b1bbe30&oe=5ED0D156	456276	3044	1297	6279	3350	219737
131	2018-10-09T02:09:52+0000	1539061792.0	211857482296579_239262183610058	"- Trecho de meu recado aos brasileiros exibido no Jornal Nacional (08/10/2018):

. Link da entrevista completa em nosso canal no youtube: https://youtu.be/qO_5C9PsVv8"	41594	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40705565_239265513609725_8796876059170570240_n.jpg?_nc_cat=111&_nc_ohc=p9ZMNjmSnWUAX8curhH&_nc_ht=scontent.xx&oh=2a0429d87b4515c75c87f1210fc22208&oe=5ED99D1F	95638	182	607	11	104	16764
132	2018-10-10T17:13:08+0000	1539202388.0	211857482296579_1859612907440247	- Em entrevista, lamentei e pedi para que eleitores não pratiquem violência. Os jornais publicaram apenas uma fala isolada para manipular a opinião pública. Esqueceram que quem levou uma facada por motivações políticas fui eu. Essa desinformação está a serviço de quem?	14103	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42128337_1859613710773500_451055996547104768_n.jpg?_nc_cat=103&_nc_ohc=kTWe6u-HkRwAX8Cof8g&_nc_ht=scontent.xx&oh=67d10f952d39008ec6961bc38a14fb92&oe=5ED9BE35	48639	113	93	1390	128	2668
133	2018-10-10T15:13:17+0000	1539195197.0	211857482296579_174758393437973	"- Hoje, Médicos do hospital Albert Einstein fizeram nova avaliação de estado de saúde de Jair Messias BoIsonaro.
- Assista ao que os profissionais explicaram:

. Link no youtube: https://youtu.be/l-7Yht31teg"	7951	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41419164_174759950104484_4765526275181772800_n.jpg?_nc_cat=100&_nc_ohc=az4cakC5xWMAX9iqI5H&_nc_ht=scontent.xx&oh=2c266f9d67bbc786f6b7e15ed0fb8a2a&oe=5EA25100	39722	145	72	2148	59	1322
134	2018-10-10T01:16:08+0000	1539144968.0	211857482296579_319960088582653	- Participação virtual de Jair Bolsonaro hoje no Pânico na Jovem Pan. Assista:	52873	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41815164_319960558582606_7585029256825012224_n.jpg?_nc_cat=109&_nc_ohc=JZeIIkGOLjgAX-Hovvu&_nc_ht=scontent.xx&oh=67db292308cb993540a129196bd9ac8a&oe=5E9857DF	90771	3495	205	15	69	11507
135	2018-10-11T22:59:34+0000	1539309574.0	211857482296579_2158855724365703	"- Bolsonaro comenta o perigoso escrito Plano de Governo do PT.‬

. Link no youtube: https://youtu.be/9q9ZNMRe5rw"	136074	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41548117_2158867437697865_6602429224416444416_n.jpg?_nc_cat=102&_nc_ohc=thBQYvVhtBgAX-XHuCc&_nc_ht=scontent.xx&oh=c288df06fce3eec480997d2fd80b36c5&oe=5ED9918B	208432	2052	1026	190	834	80625
136	2018-10-11T21:54:58+0000	1539305698.0	211857482296579_179698166265314	"- Um resumo de nossas propostas exibidas nesta quinta (11/10) no Jornal Hoje.

- Nossa campanha está do lado da verdade. Temos propostas, autonomia e totais condições de fazer do nosso Brasil um grande país!"	11415	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40959879_179698766265254_3925579058909282304_n.jpg?_nc_cat=106&_nc_ohc=3wRIvzzrhcYAX9TE4Fd&_nc_ht=scontent.xx&oh=99f5d29aa6f02442862207c2834e7f9e&oe=5ED9E2EC	42788	82	262	4	18	3612
137	2018-10-11T15:09:18+0000	1539281358.0	211857482296579_280011286174864	"Felipe Moura Brasil fala do atual cenário político brasileiro:

. Inscreva-se gratuitamente em nosso canal do youtube: https://youtu.be/h0TJJ0M18n4"	19294	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40850757_280016822840977_760835138450882560_n.jpg?_nc_cat=111&_nc_ohc=UozYQ7t-lk4AX_TPrq3&_nc_ht=scontent.xx&oh=70155074a22446554f7c9e6877c63454&oe=5E9B43DC	45244	70	412	4	18	4034
138	2018-10-11T13:07:31+0000	1539274051.0	211857482296579_347058056038010	Assista e tire suas conclusões:	31648	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41389832_347058569371292_6685600578908717056_n.jpg?_nc_cat=111&_nc_ohc=gombt7e3JQIAX_p1PmO&_nc_ht=scontent.xx&oh=555a4328e68f4896ef037575ee473b67&oe=5EA652A9	27407	368	410	5596	15558	175
139	2018-10-11T02:23:52+0000	1539235432.0	211857482296579_877965312411098	"- Band: General Heleno fala sobre o Plano de Governo de Bolsonaro.

. Link da entrevista no youtube: https://youtu.be/oVmS5YFB7ho"	9898	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40800470_877967132410916_5637726015787630592_n.jpg?_nc_cat=106&_nc_ohc=HAx68hJ0g1QAX_lOGeY&_nc_ht=scontent.xx&oh=7804f9291767fb37bb9fd21da80b58d4&oe=5ED49E56	35009	49	326	3	18	2874
140	2018-10-12T23:00:16+0000	1539396016.0	211857482296579_697415117297789	"- 12/10/2018 - Live com Bolsonaro e Luiz Philippe de Orleans e Bragança: O PT camaleão.

. Link no youtube: https://youtu.be/vsMDEgvwTAM"	102173	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41305754_697422057297095_5968813276425879552_n.jpg?_nc_cat=111&_nc_ohc=ojf_7himu3sAX9e_qzx&_nc_ht=scontent.xx&oh=86a914dc715dc29ae2360b87f8aec6f8&oe=5E8F17BE	198109	1548	861	169	804	75367
141	2018-10-12T22:14:16+0000	1539393256.0	211857482296579_490993078048687	Uma cidadã brasileira fala ao Brasil:	22221	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41368191_490993844715277_2433610069997256704_n.jpg?_nc_cat=106&_nc_ohc=bqpXwVVO9HcAX8-szKZ&_nc_ht=scontent.xx&oh=5b1b4d6016602e24a22e09e3ca0de7a6&oe=5EA775AE	48585	183	1027	59	56	7269
142	2018-10-12T17:23:12+0000	1539375792.0	211857482296579_186224732272359	- Página 33 do Plano de governo do PT: reduzir a massa carcerária do Brasil através de liberação de presidiários:	19937	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42026677_186226282272204_7979116738438496256_n.jpg?_nc_cat=106&_nc_ohc=mmDV7cpDge4AX-WK4xu&_nc_ht=scontent.xx&oh=770ae138840c9b994fd442cfc6de1bb5&oe=5E97064C	31732	550	517	2142	13306	165
143	2018-10-12T13:02:57+0000	1539360177.0	211857482296579_251081645592026	- Em entrevista isenta para a RedeTV, Bolsonaro fala sobre pontos de seu Plano de Governo.	20143	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/40713470_251082225591968_3019502879720341504_n.jpg?_nc_cat=107&_nc_ohc=mAh1saV6aPYAX8LRJut&_nc_ht=scontent.xx&oh=5a6be4eb503ce6738d6b36952bde4a96&oe=5E9F1771	53850	117	328	2	42	4949
144	2018-10-13T17:18:07+0000	1539461887.0	211857482296579_1699687413468529	"Por Nando Moura - NORDESTINOS NAS ELEIÇÕES: Uma das muitas verdades reveladas. 

. Link no youtube: https://youtu.be/fLVBHaLCZFk"	6448	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42010241_1699711870132750_2333641351813398528_n.jpg?_nc_cat=100&_nc_ohc=Fm0mzknIDDAAX9z_Z9o&_nc_ht=scontent.xx&oh=0a31148fc67cb9a91cd58eb8a39ede98&oe=5EA0642C	34052	66	280	12	26	2627
145	2018-10-14T21:30:11+0000	1539563411.0	211857482296579_1736946453099030	"- Bolsonaro: MAIS VERDADES!

. Link no youtube: https://youtu.be/KGVTURYPRrU"	134112	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/41144474_1736957469764595_1622055293380722688_n.jpg?_nc_cat=107&_nc_ohc=8XmtE2g3YHkAX8dIjCo&_nc_ht=scontent.xx&oh=b01cb701deb2f40e843efa75952fea5f&oe=5EA73DAF	226500	1626	932	195	997	88984
146	2018-10-14T14:19:11+0000	1539537551.0	211857482296579_257030224997931	"- Maquiador Lili Ferraz visita e apoia Jair Bolsonaro.

. Link no youtube: https://youtu.be/XmJtRKm6fyI"	20719	added_video	https://scontent.xx.fbcdn.net/v/t15.5256-10/42075387_257030568331230_3544570697604923392_n.jpg?_nc_cat=107&_nc_ohc=hat3EVGe84IAX_Inzmw&_nc_ht=scontent.xx&oh=ac82c9782c622fc1eccb862e280289af&oe=5E93168E	59093	352	459	6	44	6705
